Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0009757914,0.0063832696,0.0313196382,0.0614668989,0.0904802447,0.1479873769,0.2904452783,0.6412650375,0.8389456115,2.7199997147,4.0378851071,11.92,12.75,13.66,16.03,18.01,20,21.6,25.6,26.4,29.4,33.8946039115,37.8193834277,41.2480670886,
Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0724591233,0.1690421823,0.3255539838,0.4691321697,0.8465150156,1.6996575727,2.8783532924,5.0929677237,7.9956777497,15.1824381799,22.4474959418,27.2998757786,35.0566518978,41.9773718832,47.3403241695,51.1173386412,54.8010347405,61.258255664,64.7327043685,67.0430159207,70.9660047821,71.9737843049,74.098202222,75.852769511,77.1195896541,78.7955364567,80.5799712009,
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0.009017718,0.0087742363,0.0254950285,0.1367119411,0.1578152893,0.2270901376,,,,,0.41,0.47,0.54,0.61,0.7,0.8,0.9,0.99,1.0837331157,1.1771187202,
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0128735644,0.0256861938,0.0768454532,0.1276896679,0.2800697384,0.380800728,1.3318474035,2.8033196254,4.3618923938,7.0850396784,13.624960809,18.1487226903,20.39,39.93,44.01,47.88,50.37,55.11,59.6,62.4,65.8,67.0899993927,69.809999942,71.635,76.19,78.6896,80.5613329432,
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.065484797,0.3007112824,1.1597509128,2.7789684886,3.5251111291,5.7062765476,10.7960348323,14.500897243,28.5769538106,31.5274897674,41.52,45.32,53.2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,78.3899259259,80.0043,84.2415280294,88.4118116024,87.237332092,
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.75491225386083E-05,0.0017034483,0.0049667205,0.0096635174,0.0125415989,0.0152637672,0.0371623811,0.0724022619,0.1058116588,0.1553345208,0.219659819,0.3105926569,0.37,0.45,0.54,0.75,1.1,2.9,4.6,7.7,13.8551755556,15.3669238596,
European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0691553312,0.1715107683,0.3099230955,0.4336103482,0.8264714451,1.580024516,2.8037701768,5.1107568669,8.4091992566,14.5487802789,20.5126816668,25.2754236381,35.0692535277,41.7717081703,46.771782622,50.9245603455,54.5192847998,60.2946655248,64.2176431307,67.2779882805,70.71315032,71.6302500796,73.8341400913,75.6867709975,77.3122650935,78.6361720479,80.9424276585,
Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.0754383305,0.13117754,0.2638679562,0.2563545696,0.5331901306,0.7633977675,1.0755894562,1.4988752275,1.9124502148,2.9827226633,3.0282388995,3.9191458586,6.0480945214,6.8837778473,8.481737554,10.307892585,12.4053529862,15.4698080114,17.4135600921,
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4010876695,1.3974393322,1.8868797702,2.5684613494,4.9150985536,13.9003038881,16.7800752606,19.4586827951,25.4525249254,32.295092289,37.2484617371,43.1053633522,62.43,69.22,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.7099949135,89.8799979742,91.5144,86.5303927529,86.4221333325,87.7036499599,
Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0066784474,0.0079073991,0.0091153429,0.0644371416,0.2234548417,0.6331678655,0.9424620628,1.496854734,1.8579785936,6.1526497001,6.7254347382,7.4129434854,8.4536366337,9.6000384002,10.8978310455,13,17,20,28,33.7423567521,35.2,37.4,42.5,46.5069783122,
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0527778616,0.1401138954,0.2790494633,0.5906193834,0.8998674253,1.6379472445,2.5840339791,4.2550038717,6.3197787218,9.1253178886,14.3079239431,26.3259035522,30.18,36.14,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.8199989927,81.44,81.9198,83.75,84.6945,85.6221999508,
Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,2.3187868107,4.6012975659,11.3378684807,22.2975383518,32.9163923634,43.2469835229,53.2992218314,58.9126409695,66.5335994677,67.9026317414,69.3594451244,75.98,75.57,75.18,75.2,80.7321728,85.3351892392,90,93.3,94.2,95.108681672,
"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2780377946,0.570676845,1.8587187851,2.7975940691,3.7348621369,4.6605271988,5.5700997048,9.2325021004,11.0178673082,11.8813690993,12.7503392501,13.6211327334,14.49,15.35,20,22.8,25.974423003,27.8,29.65,31.5010812753,33.3521625523,
Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0.0479990086,0.1701248802,0.2490095645,1.2161406183,1.3476202216,1.9395301062,2.6595865939,2.9790698004,4.8932647497,5.4892008028,5.7670045756,7.5,9.5,13,18,24,30.53803344,38.07120929,45.78453653,48.0522737506,
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0873553193,0.1742309225,0.2606151595,0.519762001,1.0366091657,1.895168284,4.1236503357,7.3853989566,13.6699830957,21.2936382666,26.8217543509,33.4810948744,56.48,64.82,65.61,70,68.82,75.09,78.39,83.56,85,85.3799985496,87.4799984242,89.8441,91.61,92.0003,94.7758006319,
Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0118368854,0.0400654188,0.0609303331,0.1028309568,0.4163435667,0.4847462985,0.9923444361,1.5878756298,2.5588164807,3.8862213535,6.0794576287,7.5268768449,8.26,10.01,20.07,26.9,31.52,36.94,43.3,44,47.5697596439,58.0061615743,
Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0003479176,0.005648763,0.0275375418,0.0322404432,0.1048954662,0.1536152976,0.2000080603,0.8302840338,1.193057911,1.7167977039,1.831197461,2.7231759731,3.85,4.27,5.44,7.8,9,10.6,15,25.51773743,31.44785241,34.66600065,
Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2.6629072682,4.1837943287,5.9369782972,19.1316381249,21.171109436,23.6702397457,28.3257797921,32.8860826098,39.0701308849,45.2986475118,51.61,58,65.07,65,65,65.017,,,,94.4444715818,
Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0001383185,0.0006685894,0.0019489419,0.0038031085,0.0062033685,0.0608089192,0.0954249236,0.1755418685,0.4020227487,0.4509603708,0.5088193323,0.542254181,0.637492123,0.7800252791,0.92,0.94,1,2,3.1,4.5,6.4,8.2,9.8,
"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0092175413,0.0355073602,0.051311347,0.2060944605,0.7158270148,0.9217949191,1.3367911665,1.796779883,2.4367811931,3.3080034781,3.7990011388,5.2376911584,6.2050374185,6.88,7.63,9.2,10.8703,12.4492287209,14,15.56,16.5,18.5,
Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.0163890633,0.0240604205,0.1177024482,0.2301031706,0.2995691447,1.0229932344,1.3541974776,1.8081422034,1.9013653161,2.0571967045,2.2063022375,2.3548887109,2.3032805917,2.45,2.672,2.8939906209,3.1,3.32,3.540706917,3.7614138323,
Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.0414622921,0.0944237739,0.0974159447,0.1323546651,0.1652604229,0.3211979972,0.520524272,0.8439302846,1.1497896706,1.2791935964,1.5571230594,1.82,2.13,6,11.5,13.9431821913,16.4,18.86,21.3199999852,23.7799999711,
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0487888033,0.0482916025,0.1910622421,0.3781743125,0.7496164775,1.3953607789,1.8496346879,3.2218217856,6.8772921442,9.1388373078,10.935025808,14.67,17.8,21.42,24,32.25,35.88,38.2,42.4,44.4,51.6499951677,55.0699934418,59.8663,63.21,66.835,69.0879154724,
Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2980329823,0.9908838684,1.4848544843,2.4731661473,4.0639079915,5.1281039822,14.7588405455,18.6451821831,19.5706205844,20.487804878,21.3959911693,22.29,23.18,24.05,27,30,32,35,51.6,53.81,55.8564078226,
Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0647121209,0.053940342,1.7967191908,7.9545046823,14.6544471692,21.6026133057,31.7478112321,35.4641368916,44.1547890284,54.5342598294,56.0990147611,57.7034045009,59.3616872687,61.07,62.82,62.83,63,64,64.8960100996,65.8,66.7,67.600443481,68.5008736754,
Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0029980054,0.0195348708,0.0954760215,0.4665904445,0.5926529453,0.7123329045,1.7382017816,3.3917462702,4.5488549085,5.1,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16,19.7,23.4,28.8059415554,34.5093260916,
Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.34845391,0.6595309086,1.3561068883,2.3445716468,4.5012841899,8.4971763229,16.1131270423,25.3802275337,31.1922942556,33.7166817881,36.1617878388,38.5598775576,43.8514430048,46.1504736192,48.4187021509,50.642028382,54.04,57.7,61.5341593079,65.4,69.27,73.139999947,77.0099998932,
Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0658541147,0.131828033,0.2640881104,3.9663547349,6.6114915657,13.2069864959,,,,,,13.8,18.2,23.9,29.9,30,30.5,31,32,34,35.66,
High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2521756283,0.4597900754,0.6916994015,0.9627642021,1.9204186101,3.5216862492,6.4155115347,10.1276186903,15.2248374897,22.0653246708,29.6833624009,35.639563954,43.7803999045,48.3689973181,53.5093030475,57.1504336937,59.8799671053,65.2586017385,67.3789809706,68.789196392,71.1909331902,71.9373797739,74.6976108262,76.1605521444,77.9236447623,79.5458975045,81.6601350836,
"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1209554443,0.8495278834,1.3345680312,2.7841982664,3.2186356429,4.7488386715,10.5187570476,14.5459795803,21.230681975,27.8277606813,38.671403231,43.0823830279,52.2000433497,56.3998803935,56.9,60.8,64.8,66.7,69.4,72,72.2,72.9,74.2,79.8662704309,84.9483529634,87.4778462648,
Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0367752524,0.0437112456,0.1709964682,0.3012472137,0.5735754761,1.2038559989,1.4152819312,2.5974025974,4.8,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12,17.8,19.08,27.6198138138,30,
Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0087981975,0.0240838942,0.0441336488,0.1076274274,0.1750876603,0.2586566193,0.3934812505,0.6055729199,0.9168289458,1.2108998297,1.5545359618,2.3279533414,2.5124027924,3.1269123052,4.7230774048,5.33755307,6.6006513775,8.0601438087,10.3839468028,13.3527987718,15.5688414397,
Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.097213389,0.2683189965,0.5140285898,0.8589823679,1.7296093115,3.2732202792,4.4053591194,6.6448825437,11.5585731812,17.76,22.75,30.91,33.14,37.98,41.44,44.24,50.58,56.55,57.7899789891,61.9399731528,66.7476,68.57,69.8031,72.6973060459,
Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0074842531,,0.0239994768,0.0706584781,0.2312707146,0.3408323262,0.8934329883,1.6473583456,5.4012619076,6.376201635,6.7960004805,7.2,7.6,8.1,8.37,9,9.8,10.6,11.4,12.1977,12.232601607,
Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0033826302,0.048353421,0.1934143946,0.4835809752,0.6774860544,0.9692395356,1.9424498722,3.8946432784,5.8578407491,6.9996763506,14.5285543028,16.67,21.63,27.74,38.97,47.06,53.3,61,62,65,68.0199878861,70.5799981538,72.6439,75.6531974544,72.8347,79.2594013162,
IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0081478042,0.0191468779,0.0514377696,0.1103424561,0.218467575,0.4938098925,0.967901239,1.869143689,2.688054911,4.4953931658,5.7724013894,7.3861611725,8.6871287771,10.5235223929,13.7357683008,16.9458663007,20.2859659211,24.8150637575,28.307863697,32.0890596499,35.1522111411,38.7820493158,42.715717883,45.8760027275,
IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0185919683,0.0462662202,0.0934527678,0.1798594725,0.4030929475,0.7828586225,1.5627241602,2.193775444,3.6749514983,4.7878754677,6.131477628,7.2481558711,8.866094621,11.4500810775,14.0822424665,16.8119492961,20.5457673879,23.3819446229,26.5625636349,29.2427872364,32.638431928,36.2890572472,39.1761902297,
IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0059257404,0.0182678699,0.0356415588,0.0788006432,0.1679520212,0.3836735789,0.7088765388,1.2678879597,1.6917876874,2.2036663746,2.919438197,3.6891157466,4.2321760284,5.0135105189,6.4653122092,7.481192704,8.970230107,10.7837852636,13.7030008565,16.7379638876,19.0625292791,
IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0071349611,0.0255556616,0.0451599427,0.0835712105,,0.7241070016,1.4213492155,2.741403753,3.5440784327,4.5113076586,5.5932564362,6.3676862166,7.1222482306,8.1147610235,9.5724928229,11.2440420222,13.2052137297,15.4474429805,17.8048892839,21.1188304739,23.063194607,
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0010597444,0.0261094772,0.0566239887,0.1949102636,0.2553066463,0.444415936,0.9255638645,2.0186138595,2.134135733,2.3870197796,2.6002858763,3.6020247626,4.7648131337,5.7862747293,7.9174793849,6.92,10.92,12.28,14.52,14.94,17.14,21.9760677113,25.3663005864,
IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.0140262697,0.0302805934,0.0763260016,0.1412318089,0.212667853,0.3506153885,0.531666672,0.7681172714,1.046948729,1.5102717871,2.3533262664,2.7342014415,3.405774784,4.8937920595,5.6016843745,6.8526004617,8.4756816049,11.6710882222,14.5664672554,17.0787938248,
Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0001113077,0.0002181757,0.0010695624,0.0262288788,0.0463339767,0.0707678487,0.1390273288,0.2732242767,0.5275324499,0.660146377,1.5378755818,1.6864899706,1.9761364919,2.388075,2.8054998653,3.95,4.38,5.12,7.5,10.07,12.5800609139,15.1,21,26,29.5471628859,
Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0567960443,0.1696863772,0.2811410051,0.5583772218,1.1083863281,2.1993018316,4.08825507,8.0960100434,10.9338085895,17.8504672406,23.1388121904,25.85,34.31,36.99,41.61,54.82,61.158324551,65.34,67.38,69.85,74.8899729671,76.9199925401,78.2477,83.4917223352,83.4947916667,85.0111321151,
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.000408332,0.0041797524,0.0158260802,0.0467560941,0.0998152205,0.3785690945,0.93419002,1.4842213316,4.6261751149,6.933721953,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35,45.3349758847,53.2267726334,
Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.1,0.5,0.6,0.9,0.9,0.9523442438,0.93,1,1.06,2.5,5,7.1,9.2,13.21,17.22,21.23,
Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5051290022,1.5391600803,2.6678252651,6.7948117837,11.2158756982,14.8064793153,27.4788687499,36.2642065029,41.2945667123,44.4705338243,49.3929953676,79.12,83.14,83.88,87,89.51,90.6,91,93,93.39,94.8196868009,96.2097995546,96.5468,98.16,98.2,98.2400162999,
Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1107738662,0.2146240998,0.3105791971,0.3988333327,0.5769664604,0.9304229703,2.1683676005,4.3994054819,10.3070699457,13.4361219053,20.8737899982,17.3786238639,17.764599063,19.593393658,22.7704855254,25.1940424217,27.8810744577,48.1280621948,59.39,63.12,67.5,68.8738779907,70.8,70.250311945,75.0177531628,77.3520896572,79.6531241815,
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175445624,0.0350632556,0.0700534326,0.1224620527,0.1923046195,0.5244127875,1.0232899033,2.276737834,4.5585195654,14.3784101929,23.1108742441,27.2221169789,28.04,29.04,33.24,35,37.99,40.79,44.53,48.83,53.68,54.3899983019,55.8299979933,58.4593,55.6384602242,58.1417349569,61.3242527666,
Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0368171041,0.1094879855,0.5911458417,0.7977974408,1.9787263176,2.355688556,3.1157780273,3.8630203875,6.1,7.8,10,12.8,16.4,21.1,23.6,24.3,27.67,37.4386134148,33.79,37.1,40.4027351047,42.2212211907,45,
Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.02323392,0.0449385488,0.599341106,1.3058882643,2.5269653526,2.6232754216,4.7057195809,6.0255324119,8.4660050162,11.6587413706,12.9328520458,13.8671087882,20,23,26,27.2,34.9,37,41.4,46.2,60.1143826895,62.3021925671,
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0202936829,0.040438041,0.0966780254,0.4012775264,0.799684291,1.5943631482,4.3729819682,9.1630771403,13.414040882,21.3912903124,29.9907403589,38.5320608613,46.594201118,48.43526589,62.3939296327,66.9210661043,68.6852703214,74.3,75.4,78,78.21,79.0541135245,79.4964,88.219428911,89.1068330166,91.058028393,93.1827212822,
Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0005210789,0.0113023546,0.031824512,0.0645967541,0.131069604,0.4642772175,0.6685944026,1.006124211,1.6747709952,2.0004147527,2.650394657,2.9617074915,3.2683690512,4.02,11,18.2,31.6,50.6,61.9066274652,63.30422443,66,70.8299335957,74.5877264736,
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0007274822,0.0088391149,0.0344060509,0.0502613877,0.1142560282,0.3180597136,0.6197822662,1.2077738849,2.941902861,3.0235280421,3.1018977025,3.6,4.4,5.2,6.1,7.2,8.8,10.5,13,16.5,21,26,
Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.0728083339,0.2047113498,1.0414011447,3.0029413272,2.99926518,3.9087662683,5.0903853073,10.5338013406,12.3069069959,14.03,15.7,16,16.3,17.5,19.8,23,28.3,30.2470427753,34.5,
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.0058449106,0.0163249861,0.0319695777,0.0470226401,0.0769560556,0.2269832377,0.2605701976,0.3004366444,0.3173217811,0.4683567201,0.49,0.51,0.53,1.26,3.1,4.94,6.8,14,22.32743536,32.3984517142,
Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.6165456182,1.2115778378,1.785225474,2.3374589484,2.5,3,3.5,4,4.5,6,7,8.97,9.07,10,10.7467976842,11.5,12.25,12.9974838941,13.7,
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.9455698231,2.2585599422,3.3438106066,4.400440044,5.8628102404,7.7147265558,21.1523817582,22.9697842928,24.7376775444,34,38.5,43.5,49.2,55.7,63,63.2,64,64.6,68,75.7,76.8176749076,
"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0232650924,0.0461244347,0.0984043371,0.2499465228,0.3113593643,0.8196866701,1.6242371918,3.600801564,6.7818154677,23.5521944497,44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81,81.6,83.7,83.7591201534,84.07,84.77,87.5568264945,89.6486308572,92.8430256796,
Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0910822446,0.1471627031,0.2028984331,0.8556623169,2.1745358589,3.0523974547,4.7562222088,6.7313957684,8.5517924343,10.2489679289,22.4029383805,22.927112036,25.9261083689,28.791197955,34.8,42,50.8,61.4,65.7690706867,70.45,75.46,78.7,77.52326901,78.36738376,
Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0138297985,0.0279027483,0.0473981422,0.100298615,0.2960198048,0.5898272796,1.1745267458,1.7718690046,3.075194613,4.6825532724,8.1161878989,10.5912753839,13.6916865055,15.9475828111,20.1667131977,22.9969382257,25.7576161747,30.1978534468,33.3134722572,37.7778661347,41.4960604821,44.5193144741,46.8168461898,52.6272372688,55.1725833836,
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.009657814,0.0377807083,0.1110440323,0.1816644607,0.2678992413,0.3339124664,0.3614344903,0.8503574903,1.1698934277,1.64,3.55,6,7,9,10.7476761891,12.5,14.26,18.2,21.87,
Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0716179908,0.1401669388,1.2410797394,2.7223521994,5.376809498,7.9527437364,6.7832197753,7,8,9,10.14,15,18.74,22.53,30.14,43.68,52,61.2497857183,70.5,73,74,76.11,
Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.0044894426,0.0040993872,0.0113287319,0.0177027057,0.0338122272,0.0327133071,0.0318689345,0.0310111848,,,0.5513765806,0.53,2,2.3,2.5,2.6,3.2,5.41,5.9038676028,7.3191064114,
